coordinate	CB45_CPT0H.sorted.dedup.bam	CB45_CPT2H.sorted.dedup.bam	CB45_CPT4H.sorted.dedup.bam	CEM_CPT0H.sorted.dedup.bam	CEM_CPT2H.sorted.dedup.bam	CEM_CPT4H.sorted.dedup.bam
chr15:78202865-78203208	2.420375	2.710859	2.174235	2.157434	3.700381	5.949902
chr15:78246249-78246390	1.070521	1.368670	0.841447	0.851064	2.454992	2.315820
chr15:78282955-78283201	5.138825	4.207674	2.204768	3.170732	3.830519	2.737680
chr15:78326693-78327500	1.870426	1.934825	1.092139	0.941760	1.739586	1.896670
chr15:78342302-78342929	2.377298	2.546238	1.378639	1.531101	2.208318	2.310972
chr15:78369595-78370301	2.913037	2.733463	2.160657	1.926346	5.284376	6.446205
chr15:78396233-78396373	3.638814	4.385965	2.179177	1.571429	3.021978	5.539359
chr15:78400889-78401096	2.187586	3.135859	2.374519	1.545894	1.858045	2.366164
chr15:78423505-78424206	3.337550	5.656081	3.143210	2.539230	8.284868	11.790736
chr15:78441278-78442196	4.151766	4.758628	3.009490	3.420480	7.834758	14.272376
chr15:78454500-78454736	2.158618	3.642581	2.154553	1.779661	2.933507	3.113110
chr15:78466329-78467173	3.487436	2.432028	2.148767	2.227488	3.212723	3.578683
chr15:78487968-78488110	1.062982	1.359031	0.716161	0.563380	0.812568	2.586950
chr15:78591706-78592321	3.497469	3.309086	3.141794	2.796748	5.659788	8.428738
chr15:78729962-78731042	2.865129	3.167641	3.013183	3.166667	6.250000	9.807256
chr15:78799565-78800295	5.324373	5.046864	4.736475	3.178082	8.983140	15.152362
chr15:78832570-78833359	3.443576	3.001801	2.556336	1.825095	5.947158	8.716795
chr15:78857331-78858305	3.622487	2.972009	2.505830	1.642711	4.600379	6.181118
chr15:78912732-78913585	1.658962	1.419140	1.847915	0.984760	2.051583	2.607843
chr15:78913934-78914077	3.298588	1.349528	1.422306	1.118881	1.882733	1.855287
chr15:78914122-78914458	4.211590	3.654971	2.673527	2.202381	3.834707	4.373178
chr15:79001721-79002134	1.598977	1.444289	1.313252	1.791768	1.722853	2.866038
chr15:79043440-79043671	6.861063	4.708741	4.255631	4.242424	7.992008	11.573461
chr15:79053968-79054279	3.336771	3.892368	2.942940	2.186495	3.957458	2.952950
chr15:79152591-79153245	2.221453	2.494769	2.125123	1.498471	2.558222	3.557387
chr15:79164965-79166245	4.215802	4.947917	3.866526	4.093750	8.969351	13.950893
chr15:79229583-79229741	3.463100	3.664224	2.574555	3.670886	4.503407	3.099974
chr15:79236975-79237129	2.450380	1.367054	1.100594	1.428571	1.873127	1.192685
chr15:79237152-79237738	3.477365	3.383031	2.718806	2.081911	6.432134	7.696594
chr15:79320895-79321067	1.206670	0.917993	0.591249	1.162791	1.453488	2.847651
chr15:79415288-79415468	1.257862	2.729045	1.789077	0.777778	2.029914	2.040816
chr15:79603119-79603706	4.532159	4.961296	4.100136	3.645656	8.354082	11.438306
chr15:79673520-79673749	0.823927	1.378993	1.554289	1.048035	1.763520	3.030033
chr15:79888440-79888665	3.102726	3.508772	3.917138	2.488889	5.641026	9.160998
chr15:80188684-80189773	3.499835	3.592544	2.505798	2.865014	6.233665	7.271228
chr15:80215448-80216494	5.754176	5.316829	4.342613	4.206501	12.152523	16.154837
chr15:80265845-80266078	4.696737	1.807093	2.182294	1.716738	1.898316	1.313830
chr15:80351665-80352568	6.644518	9.306211	6.025114	5.271317	15.780730	24.476234
chr15:80364680-80365155	2.462761	2.105263	1.570027	1.852632	6.842105	8.635876
chr15:80444584-80445365	3.841229	5.054249	4.340372	3.405890	7.485472	12.176957
chr15:80987531-80987915	2.407626	3.198099	1.809675	1.770833	5.558894	5.420918
chr15:81075683-81075894	2.056693	3.159558	1.445899	1.516588	1.822822	1.740981
chr15:81097243-81097743	1.622642	1.368421	1.389830	1.600000	3.269231	2.571429
chr15:81248295-81248436	2.408671	3.732736	3.726409	1.843972	3.000546	3.039514
chr15:81281754-81282431	3.985396	4.975511	3.354780	3.220089	8.720600	11.635969
chr15:81292940-81294069	2.974748	2.641680	2.402006	2.090346	6.115010	6.489398
chr15:81558369-81558921	1.401422	1.461988	1.565954	1.340580	1.950948	2.809820
chr15:81567465-81567619	2.082823	3.987241	1.540832	2.077922	3.871129	5.168301
chr15:81586019-81586865	3.546099	3.421675	3.285651	3.475177	7.137661	6.947459
chr15:81589089-81589304	4.826678	3.998368	1.891998	3.813953	6.261180	4.935928
chr15:81616250-81616980	5.660377	7.089642	4.411423	4.465754	11.380401	18.898518
chr15:81706625-81707467	2.801058	2.687836	1.590241	2.209026	2.854924	3.635659
chr15:82287462-82288480	1.686622	2.154207	1.681596	1.787819	3.173644	3.408043
chr15:82338322-82339867	6.667888	8.062227	6.231145	5.527508	14.376401	20.355328
chr15:82554487-82555446	2.597045	2.927026	2.580371	2.377476	6.978423	7.363112
chr15:82579555-82579858	2.802167	2.721325	2.125636	0.792079	2.665651	2.155318
chr15:82646930-82647847	2.036995	2.353211	2.162542	1.766630	5.305763	5.897670
chr15:82798047-82798624	3.531605	3.314178	2.438093	1.663778	7.199040	11.141372
chr15:82815085-82815363	0.950183	0.504859	1.646141	1.366907	0.899281	2.495962
chr15:82824553-82825312	2.858776	4.021913	2.501060	2.608696	7.398399	11.830819
chr15:82888233-82888408	1.509434	1.904762	0.774818	1.714286	4.175825	1.516035
chr15:82944551-82945073	1.879563	2.352625	2.727450	1.915709	6.852343	8.249276
chr15:83023457-83024205	2.926042	3.963786	2.220611	1.791444	7.969971	9.631125
chr15:83182566-83183265	2.456339	2.459654	2.400524	1.516452	6.217674	7.474235
chr15:83199463-83199711	1.445526	0.919638	1.571897	0.645161	2.248759	3.867676
chr15:83208896-83209654	2.090904	2.083044	1.475784	1.055409	4.312969	5.600129
chr15:83316195-83316892	3.058932	2.592565	2.115604	1.578192	3.807526	4.450561
chr15:83331914-83332060	1.550788	0.600817	0.928721	0.958904	2.370917	3.354767
chr15:83377923-83378835	4.303211	4.501385	3.140797	2.916667	8.286943	10.830648
chr15:83418834-83419633	1.487709	1.954197	1.272777	1.501877	3.441802	3.729151
chr15:83478023-83479063	3.247460	3.795547	4.025424	2.980769	8.228551	11.087128
chr15:83521936-83522353	2.352835	2.356010	1.910336	1.390887	1.567976	2.006558
chr15:83621228-83621681	2.957224	3.136981	2.207505	3.178808	7.259297	6.352210
chr15:83654606-83655256	1.799710	2.078273	1.538462	1.692308	3.875740	4.113030
chr15:83679759-83680691	2.975950	3.068293	2.236852	2.210300	5.344173	7.094684
chr15:83735457-83736224	3.468549	3.613989	3.093717	2.503259	8.299067	8.115372
chr15:83776148-83776655	2.456179	2.387626	2.106107	1.656805	4.437870	3.985026
chr15:83875951-83877130	1.968409	2.470128	2.084501	1.611535	5.023814	5.902616
chr15:84052834-84052970	3.052164	2.192982	3.614157	3.235294	3.817873	2.851140
chr15:84107440-84107671	0.326717	0.759474	0.880475	1.212121	1.415251	3.092146
chr15:84115644-84116519	2.673854	3.649123	2.188862	1.645714	4.769231	6.903790
chr15:84202382-84202672	3.513338	2.964308	2.630041	1.172414	2.652520	2.181562
chr15:84711551-84712181	1.018269	1.253133	1.264461	1.015873	1.617827	2.364755
chr15:84748676-84749184	2.525628	2.555602	1.868410	1.811023	4.088431	3.736140
chr15:84833468-84833803	0.619544	0.628437	0.404756	0.656716	0.975890	1.583917
chr15:84841369-84842048	1.306027	1.756970	1.822221	0.854197	2.407386	2.885396
chr15:84898422-84899265	3.222991	3.288173	2.553431	2.396204	5.269641	9.272037
chr15:85043523-85044006	1.953201	2.070393	1.508931	0.910973	1.950948	2.873199
chr15:85113323-85114457	2.412565	2.645503	2.496039	2.045856	5.002714	6.046864
chr15:85131309-85131607	3.798911	4.827505	2.104425	2.281879	4.388229	5.821120
chr15:85141658-85142000	4.468719	3.488253	2.973535	2.573099	6.072875	5.489915
chr15:85143657-85144554	4.375171	4.830918	2.928783	3.366778	10.719492	14.879531
chr15:85174256-85174945	3.724293	4.939781	2.878158	3.773585	10.466675	15.520866
chr15:85197299-85198152	4.025747	3.660970	2.463886	2.508793	9.220850	12.632485
chr15:85201238-85201890	4.630166	4.601227	2.547572	3.282208	11.503068	15.274821
chr15:85259174-85260004	4.432826	4.777003	3.226465	3.373494	11.932344	13.425130
chr15:85278054-85278927	2.615142	2.773256	2.290951	2.726231	5.044497	5.236459
chr15:85279538-85279906	2.409762	2.288330	3.131909	1.250000	2.351589	1.830080
chr15:85291243-85292277	4.361155	4.903458	3.360325	2.823984	11.809999	14.052816
chr15:85457968-85458132	0.460193	2.139495	1.033485	1.707317	0.117261	1.119960
chr15:85458205-85458411	2.106613	1.788452	1.892381	2.524272	1.773712	3.665544
chr15:85471401-85471655	2.674194	3.177234	1.534766	1.181102	2.574198	4.097702
chr15:85523612-85524881	4.519975	5.239655	3.392502	3.750985	9.319876	13.734098
chr15:85643820-85644143	3.680121	2.607137	3.515768	2.848297	4.703500	4.170089
chr15:85692857-85693164	1.966689	2.114407	1.269806	1.237785	1.879228	2.060759
chr15:85777734-85778437	3.086503	2.570437	2.314536	1.706970	6.483204	8.680001
chr15:85800962-85801157	4.934688	2.609087	1.999131	2.769231	2.564103	2.825746
chr15:85874141-85874658	2.080216	2.850453	1.311346	1.508704	1.190299	1.815813
chr15:85923325-85924257	3.522552	3.727129	3.400742	3.798283	7.944041	11.627398
chr15:85977640-85977818	1.165995	0.492805	1.237859	0.786517	3.781331	1.605136
chr15:86087051-86087327	3.007930	3.368930	3.746008	2.318841	3.553512	4.954156
chr15:86125138-86125263	0.905660	2.385965	2.305085	0.480000	0.615385	2.285714
chr15:86125516-86126370	2.364014	2.485723	2.103759	1.943794	3.017474	2.795966
chr15:86140603-86140980	2.602472	2.326772	0.989075	1.485411	2.448480	0.920262
chr15:86162217-86162602	2.450380	3.189793	2.597403	1.818182	3.796204	2.862444
chr15:86169116-86169385	1.192397	2.347877	0.630080	1.412639	2.144696	1.289735
chr15:86232918-86233247	2.408671	2.772890	2.730411	2.978723	6.254384	3.845915
chr15:86250167-86250681	1.688569	1.228753	1.286025	1.361868	2.581562	1.985230
chr15:86273478-86273746	0.844832	0.720084	0.695674	1.044776	0.932836	2.589095
chr15:86337705-86338440	4.774740	5.108008	3.966332	3.755102	11.067504	15.771207
chr15:86383740-86384074	1.751215	1.365690	1.065665	1.916168	3.281898	4.582672
chr15:86402113-86402249	2.774695	2.579979	1.994018	2.500000	3.393665	6.152461
chr15:86583747-86584178	3.108173	2.198071	1.848284	1.856149	2.498662	1.846678
chr15:86588204-86588560	1.907992	2.611867	2.570939	2.808989	2.322818	1.490484
chr15:86625896-86626166	3.703704	3.443794	3.075957	2.444444	2.136752	3.703704
chr15:87154746-87155175	0.967586	1.758476	1.066730	0.745921	0.493097	0.713572
chr15:88140812-88141126	1.321957	1.508548	2.698910	1.528662	1.898579	1.559860
chr15:88790150-88790299	4.305432	3.650065	2.616312	3.489933	5.420753	3.424188
chr15:88939724-88939933	3.791640	2.937967	1.865218	1.626794	2.208318	1.562347
chr15:88944773-88945283	2.219756	1.891985	1.595214	1.098039	1.508296	1.320528
chr15:88945498-88946008	2.811691	2.889577	2.858092	2.196079	3.016591	2.681072
chr15:88998448-88998610	1.863499	1.624431	1.569366	2.098765	4.629630	3.401361
chr15:89010363-89011109	2.782134	2.187103	2.294724	1.983914	5.026810	6.073206
chr15:89089456-89090101	5.236215	5.494356	4.887662	4.868217	10.793082	16.421453
chr15:89164211-89164842	4.395539	4.670949	3.438180	3.042789	11.916372	11.610984
chr15:89181790-89182423	5.126830	5.265929	4.525129	3.601896	7.291287	8.253538
chr15:89440537-89440852	4.192872	4.010025	2.636535	2.857143	6.959707	4.599936
chr15:89447929-89448205	3.759913	4.258836	3.561778	4.710145	7.803791	6.654836
chr15:89456174-89456826	3.993518	4.897212	3.197463	3.006135	8.612554	11.737824
chr15:89592370-89592713	2.090324	1.636745	2.322479	1.574344	2.859385	3.748438
chr15:89601163-89601375	0.533998	0.744787	0.639591	0.377358	2.177068	0.577590
chr15:89631185-89631887	8.331989	9.546659	7.460524	6.381766	18.545912	29.652885
chr15:89750014-89750367	2.191459	1.838875	1.056321	1.076487	2.070168	3.584437
chr15:89786879-89787783	2.817666	2.736376	2.231138	2.101770	7.573179	8.872133
chr15:89877611-89879068	6.889318	5.839926	5.676861	4.941661	12.855710	18.181055
chr15:89901780-89902320	2.585604	3.053931	1.977401	2.000000	4.843305	7.294028
chr15:89973858-89974200	2.537791	1.538935	1.585886	0.760234	3.317589	4.654493
chr15:90118102-90119107	3.398104	3.840447	2.748967	3.044776	8.610792	12.387045
chr15:90198437-90198923	1.708207	1.841022	1.918114	1.316872	3.323837	3.359369
chr15:90283219-90283544	1.567489	1.295547	0.834420	0.923077	2.899408	1.569859
chr15:90293776-90294544	1.818003	1.781798	1.699329	1.562500	3.480569	3.879677
chr15:90397837-90397984	1.796945	2.028882	3.343710	3.129252	0.523286	1.943635
chr15:90436831-90437537	2.191459	1.938274	1.440438	1.671388	4.685117	5.000867
chr15:90479335-90480040	2.515723	2.811995	2.259887	2.042553	5.837425	7.034304
chr15:90514799-90515009	2.246181	1.420217	1.937046	1.428571	1.831502	4.664723
chr15:90544943-90545501	1.420166	2.137961	1.731365	1.218638	3.791012	4.169410
chr15:90556769-90557111	1.544742	2.359700	1.437209	0.760234	3.205128	1.551498
chr15:90577717-90577858	5.352602	4.728133	3.125376	2.411347	2.591380	2.894775
chr15:90614455-90614668	1.328727	0.658924	0.954882	0.469484	0.812568	2.491137
chr15:90645222-90646092	2.624160	3.549103	2.610559	2.965517	7.228117	9.031199
chr15:90682701-90683068	3.495964	3.728667	2.216783	2.397820	6.235590	4.281822
chr15:90685919-90686608	3.121834	4.048583	2.902758	2.786647	6.363738	4.946536
chr15:90728365-90728557	4.716981	3.198099	3.089689	1.145833	4.407051	4.676871
chr15:90735212-90735362	3.773585	2.222222	3.728813	1.733333	2.307692	1.632653
chr15:90744268-90744885	3.547292	3.468964	2.966789	2.236629	5.454432	6.747594
chr15:90776728-90777587	7.160586	6.658089	5.209053	5.355064	12.223515	19.172745
chr15:90808541-90809637	3.133177	3.905750	2.458864	2.901460	7.123807	8.695814
chr15:90880201-90880437	3.597697	3.865596	3.303648	2.627119	2.770535	3.286060
chr15:90895194-90895921	2.958657	4.464394	3.263936	2.585970	7.485980	11.453274
chr15:90920045-90920570	2.407907	2.305764	2.453592	1.485714	2.564103	2.604470
chr15:90931065-90931981	8.980803	8.695319	6.439198	6.026201	15.598757	23.816952
chr15:90944270-90944455	3.059663	1.896634	3.206596	1.729730	5.301455	3.750689
chr15:90956045-90956379	2.146650	2.416220	2.080585	2.934132	3.109166	3.055115
chr15:91054455-91055012	2.743809	1.669344	1.430180	1.436266	3.348985	4.360093
chr15:91072902-91073809	2.288282	2.688640	1.906079	1.764057	4.007294	5.422676
chr15:91117779-91117955	4.716981	3.787879	2.022342	1.250000	3.605769	1.971243
chr15:91125176-91125537	1.306643	2.235506	1.690220	0.831025	2.237375	1.469840
chr15:91137621-91137917	2.422234	2.607871	1.717819	1.824324	3.443347	2.826807
chr15:91190715-91190896	3.961222	6.106427	3.371102	4.640884	2.549936	3.495321
chr15:91201139-91201326	2.522450	1.688714	2.447204	1.604278	5.450432	3.710575
chr15:91203920-91204153	1.538586	2.484753	1.600349	1.716738	3.218884	2.978015
chr15:91204581-91204727	3.230809	3.484740	2.786162	2.328767	5.400422	3.774112
chr15:91208860-91208989	1.023841	2.175983	2.890553	2.945736	1.639833	3.638665
chr15:91221597-91222002	1.257862	1.689409	1.715840	0.691358	0.712251	2.116402
chr15:91229774-91230288	2.863226	2.730562	1.351975	1.400778	1.795869	1.469070
chr15:91260048-91260934	5.472976	6.395786	3.940774	2.866817	11.699080	19.233429
chr15:91412970-91413755	2.259344	1.698514	1.748893	1.605096	4.385106	3.691668
chr15:91414277-91415152	1.574124	1.644110	1.355932	1.531429	2.571429	4.548105
chr15:91432814-91433267	2.707318	3.756632	2.132675	1.192053	2.674478	2.748119
chr15:91445593-91446660	3.253700	2.417008	2.446269	2.155576	4.559873	6.369183
chr15:91473315-91473632	3.571216	4.648846	3.796182	1.451104	8.007766	8.755552
chr15:91475068-91475855	2.637194	3.366103	2.541296	2.261754	6.499854	8.842673
chr15:91477705-91478838	4.163267	5.543426	3.545410	3.759929	10.268857	13.527388
chr15:91497923-91498776	4.047867	4.812736	3.278558	3.704572	9.829561	14.331172
chr15:91537313-91538250	4.611264	4.549795	3.292151	3.628602	11.164929	16.095659
chr15:91565541-91566009	1.854540	1.536962	1.267565	1.709402	3.492768	3.837433
chr15:91590855-91591137	1.271243	2.364066	1.141964	0.638298	3.409711	3.546099
chr15:91643426-91643685	2.913965	1.964370	2.224985	2.393822	3.415503	3.939800
chr15:91851327-91851871	2.809378	2.547729	1.682453	1.507353	3.535068	3.338835
chr15:91859548-91859714	1.022960	0.634115	1.837860	0.481928	3.243744	1.352348
chr15:91892795-91892938	0.791661	0.000000	0.237051	0.559440	0.537924	2.854288
chr15:91950836-91951176	2.164262	2.373581	0.947159	1.352941	2.205882	2.521008
chr15:92013098-92013267	1.897957	2.180006	1.805235	1.065089	3.527538	1.569859
chr15:92015568-92015956	1.993775	2.396455	1.528918	2.319587	2.726011	2.998106
chr15:92072842-92073111	3.296626	3.782691	2.835360	2.007435	3.002574	1.289735
chr15:92109261-92109749	2.551810	1.941329	1.736593	1.270492	2.797919	2.216460
chr15:92203232-92203744	1.842571	2.021656	0.860699	1.445312	2.817007	1.793686
chr15:92249583-92250052	3.298869	2.581079	3.071808	2.004264	5.535509	4.786562
chr15:92396395-92397154	1.740125	2.218986	1.540832	1.264822	6.536942	6.049850
chr15:92652482-92653146	4.120255	3.276263	2.450480	2.831326	4.489110	4.948365
chr15:93198964-93199109	0.390371	3.992741	1.870251	2.344828	2.652520	4.503870
chr15:93257936-93258273	0.671855	1.353532	1.307650	1.364985	3.024424	3.149034
chr15:93351822-93352925	4.481773	5.741916	4.502358	4.805077	13.913103	17.540289
chr15:93363355-93363989	3.124814	2.573468	2.138694	1.703470	6.036157	8.272710
chr15:93374858-93375538	6.021088	5.237358	4.885344	3.588235	12.726244	14.255702
chr15:93382991-93383218	5.070235	2.086715	1.717315	2.819383	3.896984	4.135575
chr15:93425371-93426620	6.042570	7.304089	5.414502	5.956766	15.597094	23.774122
chr15:93443339-93443822	4.336107	4.068141	3.333684	2.443064	9.714922	12.971648
chr15:93447156-93447836	5.993340	6.965944	5.583251	6.117647	18.099546	26.650660
chr15:93461015-93461404	0.630548	1.713796	1.089277	0.719794	2.719003	4.039662
chr15:93616307-93617055	2.169307	1.149264	1.404876	1.577540	3.342246	3.765142
chr15:93622862-93623080	0.778951	1.287623	1.010729	2.110092	0.441073	0.187231
chr15:93631161-93632794	2.726779	2.889956	2.449480	2.045315	5.052052	7.011010
chr15:93651010-93651164	2.450380	3.075871	4.182259	1.688312	2.997003	2.650411
chr15:93695576-93695726	3.522012	3.976608	3.841808	2.400000	3.589744	2.721088
chr15:93707762-93707903	3.746822	3.110614	3.726409	1.985816	3.818876	3.618469
chr15:93723279-93723445	2.386906	1.690974	1.837860	0.843374	0.463392	1.475289
chr15:93748668-93748879	2.324958	2.660680	2.731143	0.663507	2.369668	2.224586
chr15:93774733-93775342	1.673018	1.497998	1.586374	1.346470	2.273588	1.507992
chr15:93832994-93833709	4.274970	4.024046	2.820908	3.244755	5.944056	4.995005
chr15:93834629-93834885	3.390330	4.454495	4.171080	2.656250	5.784255	3.985969
chr15:93961917-93962068	2.624016	2.904613	1.908183	2.649007	2.419766	4.460063
chr15:94246243-94246793	0.960549	1.371611	1.140216	0.909091	1.573427	0.482375
chr15:94404666-94405524	2.111096	2.146976	1.580341	1.864802	3.429263	2.235859
chr15:94530426-94530690	2.358491	2.259436	2.311248	2.196970	3.205128	1.777984
chr15:94663293-94663466	1.745010	1.926782	2.253356	1.849711	3.445976	3.656955
chr15:94774420-94774841	2.689015	2.500313	2.294778	2.517815	2.877764	3.296330
chr15:95127944-95128450	3.616974	3.917898	3.282642	3.003953	7.335057	6.090183
chr15:95150486-95150780	2.952124	2.744958	1.671855	2.108844	2.093145	1.665972
chr15:95828007-95828501	2.329845	3.160736	1.852741	2.591093	3.231081	3.594150
chr15:95990126-95990398	3.190899	3.353973	2.679461	3.897059	6.363122	5.252100
chr15:96472618-96472836	3.808205	2.414293	2.021459	2.293578	2.646436	1.685078
chr15:96487375-96487706	2.679132	1.908093	1.945824	2.054381	3.079247	1.233122
chr15:96539930-96540211	1.611495	2.684648	1.930153	0.996441	1.368738	1.670419
chr15:96900203-96900419	2.183788	1.786875	1.647834	2.037037	3.205128	3.401360
